

New occurence at: 2021-03-01 11:25:19.740186, Trojan name: HT1_1 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec 
rbf  , 0.013  , 0.023  ,  0.7735  , 0.77409  , 0.77633  , 0.77224  , 867.6 
rbf  , 0.013  , 0.025  ,  0.77  , 0.76757  , 0.75972  , 0.77602  , 931.4 
rbf  , 0.015  , 0.001  ,  0.6036  , 0.71099  , 0.97535  , 0.5595  , 107.0 
rbf  , 0.015  , 0.003  ,  0.7275  , 0.77742  , 0.95201  , 0.65708  , 186.4 
rbf  , 0.015  , 0.005  ,  0.7572  , 0.79357  , 0.93364  , 0.69019  , 260.2 
rbf  , 0.015  , 0.007  ,  0.7693  , 0.79851  , 0.91451  , 0.70887  , 331.6 
rbf  , 0.015  , 0.009  ,  0.7754  , 0.79963  , 0.8964  , 0.72208  , 398.9 
rbf  , 0.015  , 0.011  ,  0.7782  , 0.79865  , 0.87977  , 0.73155  , 470.1 
rbf  , 0.015  , 0.013  ,  0.7797  , 0.79639  , 0.86169  , 0.74053  , 536.5 
rbf  , 0.015  , 0.015  ,  0.7801  , 0.79335  , 0.84433  , 0.74847  , 604.7 
rbf  , 0.015  , 0.017  ,  0.7791  , 0.78867  , 0.82468  , 0.75598  , 672.7 
rbf  , 0.015  , 0.019  ,  0.7785  , 0.7852  , 0.80995  , 0.76226  , 742.1 
rbf  , 0.015  , 0.021  ,  0.7774  , 0.7813  , 0.79553  , 0.76793  , 807.7 
rbf  , 0.015  , 0.023  ,  0.7735  , 0.77414  , 0.77654  , 0.77213  , 869.5 
rbf  , 0.015  , 0.025  ,  0.7701  , 0.76774  , 0.76013  , 0.77597  , 932.6 
rbf  , 0.017  , 0.001  ,  0.6039  , 0.71089  , 0.97416  , 0.55978  , 113.9 
rbf  , 0.017  , 0.003  ,  0.728  , 0.77763  , 0.9514  , 0.65767  , 186.8 
rbf  , 0.017  , 0.005  ,  0.7574  , 0.79371  , 0.93364  , 0.6904  , 260.0 
rbf  , 0.017  , 0.007  ,  0.7693  , 0.79851  , 0.91451  , 0.70887  , 331.3 
rbf  , 0.017  , 0.009  ,  0.7755  , 0.7997  , 0.8964  , 0.7222  , 399.2 
rbf  , 0.017  , 0.011  ,  0.7782  , 0.79865  , 0.87977  , 0.73155  , 470.1 
rbf  , 0.017  , 0.013  ,  0.7799  , 0.79657  , 0.86189  , 0.74069  , 536.9 
rbf  , 0.017  , 0.015  ,  0.7802  , 0.79343  , 0.84434  , 0.74859  , 605.1 
rbf  , 0.017  , 0.017  ,  0.7792  , 0.78876  , 0.82469  , 0.75612  , 673.7 
rbf  , 0.017  , 0.019  ,  0.7785  , 0.7852  , 0.80995  , 0.76226  , 743.1 
rbf  , 0.017  , 0.021  ,  0.7772  , 0.78106  , 0.79513  , 0.76784  , 808.0 
rbf  , 0.017  , 0.023  ,  0.7735  , 0.77414  , 0.77653  , 0.77211  , 870.0 
rbf  , 0.017  , 0.025  ,  0.77  , 0.76756  , 0.75971  , 0.776  , 933.2 
rbf  , 0.019  , 0.001  ,  0.6037  , 0.71033  , 0.97198  , 0.55981  , 120.1 
rbf  , 0.019  , 0.003  ,  0.7279  , 0.77731  , 0.95002  , 0.65788  , 189.0 
rbf  , 0.019  , 0.005  ,  0.7574  , 0.79371  , 0.93364  , 0.69039  , 259.9 
rbf  , 0.019  , 0.007  ,  0.7692  , 0.79845  , 0.91451  , 0.70877  , 331.6 
rbf  , 0.019  , 0.009  ,  0.7755  , 0.7997  , 0.8964  , 0.72219  , 398.8 
rbf  , 0.019  , 0.011  ,  0.7782  , 0.79865  , 0.87977  , 0.73155  , 470.9 
rbf  , 0.019  , 0.013  ,  0.7795  , 0.79624  , 0.8617  , 0.74027  , 537.3 
rbf  , 0.019  , 0.015  ,  0.7798  , 0.79301  , 0.84372  , 0.74832  , 605.1 
rbf  , 0.019  , 0.017  ,  0.7791  , 0.78863  , 0.82447  , 0.75607  , 674.2 
rbf  , 0.019  , 0.019  ,  0.7786  , 0.78536  , 0.81036  , 0.76221  , 743.2 
rbf  , 0.019  , 0.021  ,  0.7774  , 0.78135  , 0.79574  , 0.76783  , 808.7 
rbf  , 0.019  , 0.023  ,  0.7735  , 0.77418  , 0.77674  , 0.77202  , 870.3 
rbf  , 0.019  , 0.025  ,  0.7699  , 0.76744  , 0.75951  , 0.77597  , 933.7 
rbf  , 0.021  , 0.001  ,  0.6035  , 0.70967  , 0.96938  , 0.55985  , 127.5 
rbf  , 0.021  , 0.003  ,  0.7283  , 0.77753  , 0.94982  , 0.65828  , 191.9 
rbf  , 0.021  , 0.005  ,  0.7572  , 0.79353  , 0.93343  , 0.69024  , 260.8 
rbf  , 0.021  , 0.007  ,  0.7694  , 0.79858  , 0.91451  , 0.70898  , 331.9 
rbf  , 0.021  , 0.009  ,  0.7754  , 0.79959  , 0.8962  , 0.72214  , 399.3 
rbf  , 0.021  , 0.011  ,  0.7782  , 0.79865  , 0.87977  , 0.73155  , 470.3 
rbf  , 0.021  , 0.013  ,  0.7794  , 0.79609  , 0.86129  , 0.74031  , 537.5 
rbf  , 0.021  , 0.015  ,  0.78  , 0.79324  , 0.84413  , 0.7484  , 604.9 
rbf  , 0.021  , 0.017  ,  0.7791  , 0.78872  , 0.82488  , 0.75589  , 675.1 
rbf  , 0.021  , 0.019  ,  0.7782  , 0.78489  , 0.80955  , 0.76203  , 744.4 
rbf  , 0.021  , 0.021  ,  0.7772  , 0.78111  , 0.79535  , 0.76775  , 808.9 
rbf  , 0.021  , 0.023  ,  0.7734  , 0.77406  , 0.77654  , 0.77197  , 870.7 
rbf  , 0.021  , 0.025  ,  0.7698  , 0.76741  , 0.75972  , 0.7757  , 935.1 
rbf  , 0.023  , 0.001  ,  0.6046  , 0.70985  , 0.96759  , 0.56066  , 132.7 
rbf  , 0.023  , 0.003  ,  0.7286  , 0.77765  , 0.94944  , 0.65866  , 194.8 
rbf  , 0.023  , 0.005  ,  0.7569  , 0.79329  , 0.93322  , 0.68999  , 261.3 
rbf  , 0.023  , 0.007  ,  0.7695  , 0.79873  , 0.91491  , 0.70896  , 331.6 
rbf  , 0.023  , 0.009  ,  0.7756  , 0.79977  , 0.8964  , 0.72231  , 399.5 
rbf  , 0.023  , 0.011  ,  0.778  , 0.79847  , 0.87957  , 0.73139  , 471.2 
rbf  , 0.023  , 0.013  ,  0.7796  , 0.79635  , 0.8619  , 0.74032  , 537.6 
rbf  , 0.023  , 0.015  ,  0.7799  , 0.7932  , 0.84434  , 0.74819  , 605.7 
rbf  , 0.023  , 0.017  ,  0.7791  , 0.78867  , 0.82467  , 0.75598  , 674.7 
rbf  , 0.023  , 0.019  ,  0.7785  , 0.78524  , 0.81015  , 0.76217  , 743.9 
rbf  , 0.023  , 0.021  ,  0.7774  , 0.78135  , 0.79574  , 0.76783  , 809.1 
rbf  , 0.023  , 0.023  ,  0.7734  , 0.77401  , 0.77633  , 0.77207  , 872.0 
rbf  , 0.023  , 0.025  ,  0.7701  , 0.76769  , 0.75992  , 0.77608  , 934.9 
rbf  , 0.025  , 0.001  ,  0.6055  , 0.70998  , 0.966  , 0.56136  , 138.4 
rbf  , 0.025  , 0.003  ,  0.7286  , 0.77743  , 0.94822  , 0.65894  , 198.7 
rbf  , 0.025  , 0.005  ,  0.7571  , 0.79342  , 0.93323  , 0.69019  , 262.3 
rbf  , 0.025  , 0.007  ,  0.7694  , 0.79866  , 0.91491  , 0.70885  , 332.1 
rbf  , 0.025  , 0.009  ,  0.7754  , 0.79959  , 0.8962  , 0.72215  , 399.4 
rbf  , 0.025  , 0.011  ,  0.778  , 0.7985  , 0.87977  , 0.73131  , 471.4 
rbf  , 0.025  , 0.013  ,  0.7795  , 0.79624  , 0.8617  , 0.74027  , 537.1 
rbf  , 0.025  , 0.015  ,  0.7804  , 0.79358  , 0.84433  , 0.74886  , 606.2 
rbf  , 0.025  , 0.017  ,  0.7792  , 0.78884  , 0.82509  , 0.75594  , 674.3 
rbf  , 0.025  , 0.019  ,  0.7784  , 0.78517  , 0.81015  , 0.76202  , 744.5 
rbf  , 0.025  , 0.021  ,  0.7775  , 0.78138  , 0.79554  , 0.76808  , 809.8 
rbf  , 0.025  , 0.023  ,  0.7734  , 0.7741  , 0.77673  , 0.77186  , 871.7 
rbf  , 0.025  , 0.025  ,  0.7699  , 0.76754  , 0.75992  , 0.77575  , 934.9 


New occurence at: 2021-03-01 18:54:27.636588, Trojan name: HT1_1 - 4 

kernel , nu   , gamma,   Accuracy,   F1_score,  Recall,  Precision,   No_Sup_Vec 
rbf  , 0.0001  , 0.005  ,  0.7534  , 0.78741  , 0.91428  , 0.69185  , 175.0 
rbf  , 0.0001  , 0.007  ,  0.7678  , 0.79195  , 0.88476  , 0.71695  , 209.0 
rbf  , 0.0001  , 0.009  ,  0.7713  , 0.78879  , 0.85472  , 0.73257  , 237.0 
rbf  , 0.0001  , 0.011  ,  0.7713  , 0.78417  , 0.83155  , 0.74206  , 268.0 
rbf  , 0.0001  , 0.013  ,  0.7673  , 0.77237  , 0.79057  , 0.75524  , 292.0 
rbf  , 0.0003  , 0.005  ,  0.7545  , 0.79109  , 0.93058  , 0.68829  , 229.0 
rbf  , 0.0003  , 0.007  ,  0.7684  , 0.79742  , 0.9126  , 0.70832  , 280.0 
rbf  , 0.0003  , 0.009  ,  0.7733  , 0.79744  , 0.89322  , 0.72046  , 335.0 
rbf  , 0.0003  , 0.011  ,  0.7782  , 0.79759  , 0.87478  , 0.73309  , 383.0 
rbf  , 0.0003  , 0.013  ,  0.78  , 0.79583  , 0.85866  , 0.74175  , 426.0 
rbf  , 0.0005  , 0.005  ,  0.755  , 0.79183  , 0.9328  , 0.6882  , 237.0 
rbf  , 0.0005  , 0.007  ,  0.7682  , 0.79758  , 0.91419  , 0.70764  , 300.0 
rbf  , 0.0005  , 0.009  ,  0.7741  , 0.79835  , 0.89519  , 0.72064  , 358.0 
rbf  , 0.0005  , 0.011  ,  0.7788  , 0.79913  , 0.8808  , 0.73154  , 414.0 
rbf  , 0.0005  , 0.013  ,  0.7808  , 0.79747  , 0.86395  , 0.74064  , 468.0 
rbf  , 0.0007  , 0.005  ,  0.7543  , 0.79112  , 0.93142  , 0.68787  , 246.0 
rbf  , 0.0007  , 0.007  ,  0.7681  , 0.79781  , 0.91597  , 0.70694  , 309.0 
rbf  , 0.0007  , 0.009  ,  0.775  , 0.79955  , 0.89819  , 0.72064  , 372.0 
rbf  , 0.0007  , 0.011  ,  0.7789  , 0.79944  , 0.88201  , 0.7312  , 428.0 
rbf  , 0.0007  , 0.013  ,  0.7808  , 0.79775  , 0.86552  , 0.73996  , 486.0 
rbf  , 0.0009  , 0.005  ,  0.7543  , 0.79127  , 0.93223  , 0.68766  , 249.0 
rbf  , 0.0009  , 0.007  ,  0.7686  , 0.79817  , 0.916  , 0.70746  , 314.0 
rbf  , 0.0009  , 0.009  ,  0.7742  , 0.79881  , 0.89724  , 0.72009  , 378.0 
rbf  , 0.0009  , 0.011  ,  0.7791  , 0.79965  , 0.88239  , 0.73129  , 435.0 
rbf  , 0.0009  , 0.013  ,  0.7817  , 0.79857  , 0.86633  , 0.74079  , 493.0 
rbf  , 0.0011  , 0.005  ,  0.754  , 0.79089  , 0.93122  , 0.68764  , 251.0 
rbf  , 0.0011  , 0.007  ,  0.7676  , 0.79745  , 0.9158  , 0.70646  , 320.0 
rbf  , 0.0011  , 0.009  ,  0.7746  , 0.79906  , 0.89702  , 0.72064  , 383.0 
rbf  , 0.0011  , 0.011  ,  0.7786  , 0.79909  , 0.88141  , 0.73104  , 441.0 
rbf  , 0.0011  , 0.013  ,  0.7818  , 0.79854  , 0.86574  , 0.74116  , 503.0 
rbf  , 0.0013  , 0.005  ,  0.754  , 0.79099  , 0.93183  , 0.68746  , 253.0 
rbf  , 0.0013  , 0.007  ,  0.7692  , 0.79871  , 0.91663  , 0.70795  , 321.0 
rbf  , 0.0013  , 0.009  ,  0.7744  , 0.79901  , 0.89745  , 0.72025  , 388.0 
rbf  , 0.0013  , 0.011  ,  0.779  , 0.79952  , 0.88202  , 0.73132  , 443.0 
rbf  , 0.0013  , 0.013  ,  0.7808  , 0.79776  , 0.86554  , 0.73997  , 507.0 
rbf  , 0.0015  , 0.005  ,  0.7542  , 0.79119  , 0.93223  , 0.68755  , 253.0 
rbf  , 0.0015  , 0.007  ,  0.7687  , 0.79819  , 0.91563  , 0.70774  , 322.0 
rbf  , 0.0015  , 0.009  ,  0.774  , 0.79863  , 0.89703  , 0.71993  , 390.0 
rbf  , 0.0015  , 0.011  ,  0.7785  , 0.79931  , 0.88283  , 0.73041  , 447.0 
rbf  , 0.0015  , 0.013  ,  0.7814  , 0.79835  , 0.86632  , 0.74042  , 509.0 
rbf  , 0.0017  , 0.005  ,  0.7543  , 0.79117  , 0.93165  , 0.68784  , 254.0 
rbf  , 0.0017  , 0.007  ,  0.7685  , 0.79819  , 0.91643  , 0.70726  , 324.0 
rbf  , 0.0017  , 0.009  ,  0.7743  , 0.79895  , 0.89764  , 0.72006  , 390.0 
rbf  , 0.0017  , 0.011  ,  0.7789  , 0.7994  , 0.88181  , 0.73128  , 450.0 
rbf  , 0.0017  , 0.013  ,  0.781  , 0.79797  , 0.86577  , 0.74016  , 512.0 
rbf  , 0.0019  , 0.005  ,  0.7543  , 0.79116  , 0.93162  , 0.68782  , 255.0 
rbf  , 0.0019  , 0.007  ,  0.7681  , 0.79789  , 0.91623  , 0.70691  , 325.0 
rbf  , 0.0019  , 0.009  ,  0.7741  , 0.79874  , 0.89723  , 0.71996  , 392.0 
rbf  , 0.0019  , 0.011  ,  0.7787  , 0.79937  , 0.8824  , 0.73079  , 450.0 
rbf  , 0.0019  , 0.013  ,  0.7808  , 0.79779  , 0.86556  , 0.73999  , 515.0 

Best params: nu = 0.0009  , gamma = 0.011  , F1_score = 0.79965  


New occurence at: 2021-03-01 19:20:09.680581, Trojan name: HT1_1 - 4 

kernel , nu   , gamma,   Accuracy,   F1_score,  Recall,  Precision,   No_Sup_Vec 
rbf  , 0.0005  , 0.008  ,  0.7705  , 0.79708  , 0.90246  , 0.71389  , 330.0 
rbf  , 0.0005  , 0.009  ,  0.7744  , 0.79834  , 0.89389  , 0.72142  , 359.0 
rbf  , 0.0005  , 0.01  ,  0.7754  , 0.797  , 0.88266  , 0.72669  , 386.0 
rbf  , 0.0005  , 0.011  ,  0.7771  , 0.79691  , 0.87534  , 0.73162  , 415.0 
rbf  , 0.0005  , 0.012  ,  0.7761  , 0.79429  , 0.8653  , 0.73429  , 442.0 
rbf  , 0.0005  , 0.013  ,  0.7763  , 0.79256  , 0.85563  , 0.73838  , 466.0 
rbf  , 0.0005  , 0.014  ,  0.7754  , 0.79005  , 0.84608  , 0.74122  , 490.0 
rbf  , 0.0006  , 0.008  ,  0.7703  , 0.7971  , 0.90345  , 0.71335  , 336.0 
rbf  , 0.0006  , 0.009  ,  0.7755  , 0.79966  , 0.89706  , 0.72153  , 365.0 
rbf  , 0.0006  , 0.01  ,  0.7757  , 0.79758  , 0.88465  , 0.72633  , 395.0 
rbf  , 0.0006  , 0.011  ,  0.7758  , 0.79589  , 0.8749  , 0.73017  , 422.0 
rbf  , 0.0006  , 0.012  ,  0.775  , 0.79316  , 0.86368  , 0.7335  , 450.0 
rbf  , 0.0006  , 0.013  ,  0.7757  , 0.79193  , 0.85466  , 0.73804  , 476.0 
rbf  , 0.0006  , 0.014  ,  0.7756  , 0.79018  , 0.84587  , 0.7416  , 504.0 
rbf  , 0.0007  , 0.008  ,  0.7698  , 0.79683  , 0.90384  , 0.71265  , 341.0 
rbf  , 0.0007  , 0.009  ,  0.7756  , 0.79961  , 0.89643  , 0.72186  , 371.0 
rbf  , 0.0007  , 0.01  ,  0.7762  , 0.79817  , 0.88599  , 0.72637  , 400.0 
rbf  , 0.0007  , 0.011  ,  0.7759  , 0.79591  , 0.87469  , 0.73036  , 427.0 
rbf  , 0.0007  , 0.012  ,  0.777  , 0.79511  , 0.86626  , 0.73496  , 457.0 
rbf  , 0.0007  , 0.013  ,  0.776  , 0.79277  , 0.85784  , 0.73715  , 483.0 
rbf  , 0.0007  , 0.014  ,  0.7762  , 0.79092  , 0.84728  , 0.74178  , 513.0 
rbf  , 0.0008  , 0.008  ,  0.771  , 0.79781  , 0.9048  , 0.71362  , 343.0 
rbf  , 0.0008  , 0.009  ,  0.7742  , 0.79826  , 0.89445  , 0.72094  , 374.0 
rbf  , 0.0008  , 0.01  ,  0.7766  , 0.79845  , 0.88602  , 0.72682  , 404.0 
rbf  , 0.0008  , 0.011  ,  0.7774  , 0.79755  , 0.87783  , 0.73093  , 433.0 
rbf  , 0.0008  , 0.012  ,  0.7763  , 0.79438  , 0.86505  , 0.73457  , 461.0 
rbf  , 0.0008  , 0.013  ,  0.7763  , 0.7929  , 0.85743  , 0.73764  , 490.0 
rbf  , 0.0008  , 0.014  ,  0.7763  , 0.79103  , 0.84749  , 0.74182  , 516.0 
rbf  , 0.0009  , 0.008  ,  0.7698  , 0.79675  , 0.90343  , 0.71277  , 345.0 
rbf  , 0.0009  , 0.009  ,  0.7748  , 0.79891  , 0.89565  , 0.72121  , 378.0 
rbf  , 0.0009  , 0.01  ,  0.7765  , 0.79854  , 0.88697  , 0.72632  , 407.0 
rbf  , 0.0009  , 0.011  ,  0.7763  , 0.79633  , 0.87545  , 0.73052  , 439.0 
rbf  , 0.0009  , 0.012  ,  0.7755  , 0.79383  , 0.86526  , 0.7335  , 466.0 
rbf  , 0.0009  , 0.013  ,  0.7754  , 0.79222  , 0.85725  , 0.73658  , 493.0 
rbf  , 0.0009  , 0.014  ,  0.7751  , 0.78989  , 0.84612  , 0.74089  , 522.0 
rbf  , 0.001  , 0.008  ,  0.7702  , 0.79713  , 0.90402  , 0.71302  , 346.0 
rbf  , 0.001  , 0.009  ,  0.7744  , 0.79853  , 0.89508  , 0.72098  , 380.0 
rbf  , 0.001  , 0.01  ,  0.7755  , 0.79764  , 0.88583  , 0.72559  , 408.0 
rbf  , 0.001  , 0.011  ,  0.7764  , 0.79665  , 0.87682  , 0.73008  , 440.0 
rbf  , 0.001  , 0.012  ,  0.776  , 0.79427  , 0.86565  , 0.73398  , 470.0 
rbf  , 0.001  , 0.013  ,  0.776  , 0.79262  , 0.85705  , 0.73744  , 496.0 
rbf  , 0.001  , 0.014  ,  0.7756  , 0.79057  , 0.84788  , 0.74072  , 527.0 
rbf  , 0.0011  , 0.008  ,  0.7707  , 0.79749  , 0.90406  , 0.71358  , 349.0 
rbf  , 0.0011  , 0.009  ,  0.7751  , 0.79922  , 0.89624  , 0.72134  , 381.0 
rbf  , 0.0011  , 0.01  ,  0.7758  , 0.7979  , 0.88605  , 0.7259  , 414.0 
rbf  , 0.0011  , 0.011  ,  0.7756  , 0.79592  , 0.87604  , 0.72942  , 443.0 
rbf  , 0.0011  , 0.012  ,  0.7757  , 0.79403  , 0.86549  , 0.73369  , 472.0 
rbf  , 0.0011  , 0.013  ,  0.7758  , 0.79242  , 0.85685  , 0.73725  , 498.0 
rbf  , 0.0011  , 0.014  ,  0.7762  , 0.79118  , 0.84867  , 0.74118  , 528.0 
rbf  , 0.0012  , 0.008  ,  0.7704  , 0.79739  , 0.90465  , 0.71304  , 352.0 
rbf  , 0.0012  , 0.009  ,  0.7746  , 0.79894  , 0.89664  , 0.72063  , 382.0 
rbf  , 0.0012  , 0.01  ,  0.7759  , 0.79794  , 0.886  , 0.72599  , 415.0 
rbf  , 0.0012  , 0.011  ,  0.7769  , 0.79701  , 0.87684  , 0.73069  , 445.0 
rbf  , 0.0012  , 0.012  ,  0.7757  , 0.79406  , 0.86565  , 0.73359  , 474.0 
rbf  , 0.0012  , 0.013  ,  0.7762  , 0.79285  , 0.85747  , 0.73754  , 501.0 
rbf  , 0.0012  , 0.014  ,  0.7764  , 0.7911  , 0.84746  , 0.74194  , 534.0 
rbf  , 0.0013  , 0.008  ,  0.7709  , 0.79773  , 0.90464  , 0.7136  , 353.0 
rbf  , 0.0013  , 0.009  ,  0.7742  , 0.79848  , 0.89565  , 0.7205  , 382.0 
rbf  , 0.0013  , 0.01  ,  0.7758  , 0.79767  , 0.88481  , 0.72634  , 415.0 
rbf  , 0.0013  , 0.011  ,  0.776  , 0.79615  , 0.87565  , 0.73006  , 448.0 
rbf  , 0.0013  , 0.012  ,  0.7758  , 0.79424  , 0.86627  , 0.73348  , 476.0 
rbf  , 0.0013  , 0.013  ,  0.776  , 0.79264  , 0.85708  , 0.73746  , 503.0 
rbf  , 0.0013  , 0.014  ,  0.7749  , 0.78981  , 0.8465  , 0.74043  , 536.0 
rbf  , 0.0014  , 0.008  ,  0.7703  , 0.79734  , 0.9048  , 0.71284  , 354.0 
rbf  , 0.0014  , 0.009  ,  0.7746  , 0.79884  , 0.89604  , 0.72084  , 384.0 
rbf  , 0.0014  , 0.01  ,  0.7755  , 0.79771  , 0.88623  , 0.72547  , 417.0 
rbf  , 0.0014  , 0.011  ,  0.7767  , 0.79696  , 0.87727  , 0.7303  , 449.0 
rbf  , 0.0014  , 0.012  ,  0.7757  , 0.79409  , 0.86587  , 0.73351  , 479.0 
rbf  , 0.0014  , 0.013  ,  0.7774  , 0.79403  , 0.85907  , 0.73841  , 506.0 
rbf  , 0.0014  , 0.014  ,  0.7759  , 0.79085  , 0.84809  , 0.74102  , 538.0 

Best params: nu = 0.0006  , gamma = 0.009  , F1_score = 0.79966  


New occurence at: 2021-03-01 22:16:12.342585, Trojan name: HT1_1 - 4 

kernel , nu   , gamma,   Accuracy,   F1_score,  Recall,  Precision,   No_Sup_Vec 
rbf  , 0.0005  , 0.008  ,  0.7742  , 0.80044  , 0.90582  , 0.71741  , 329.0  ,  4506   , 494  , 1803  , 3197
rbf  , 0.0005  , 0.009  ,  0.7772  , 0.8009  , 0.89663  , 0.72402  , 359.0  ,  4446   , 554  , 1742  , 3258
rbf  , 0.0005  , 0.01  ,  0.7766  , 0.79832  , 0.88464  , 0.72779  , 386.0  ,  4403   , 597  , 1679  , 3321
rbf  , 0.0005  , 0.011  ,  0.7789  , 0.79772  , 0.87227  , 0.7353  , 411.0  ,  4351   , 649  , 1614  , 3386
rbf  , 0.0005  , 0.012  ,  0.7807  , 0.79801  , 0.86682  , 0.73976  , 438.0  ,  4319   , 681  , 1555  , 3445
rbf  , 0.0005  , 0.013  ,  0.7803  , 0.79553  , 0.85526  , 0.7441  , 465.0  ,  4263   , 737  , 1494  , 3506
rbf  , 0.0005  , 0.014  ,  0.7808  , 0.79434  , 0.84694  , 0.74847  , 493.0  ,  4244   , 756  , 1458  , 3542
rbf  , 0.0006  , 0.008  ,  0.774  , 0.80058  , 0.90743  , 0.71662  , 333.0  ,  4509   , 491  , 1803  , 3197
rbf  , 0.0006  , 0.009  ,  0.7768  , 0.80092  , 0.8981  , 0.72319  , 361.0  ,  4456   , 544  , 1734  , 3266
rbf  , 0.0006  , 0.01  ,  0.7775  , 0.79936  , 0.8867  , 0.72813  , 392.0  ,  4405   , 595  , 1683  , 3317
rbf  , 0.0006  , 0.011  ,  0.78  , 0.79939  , 0.87692  , 0.73488  , 419.0  ,  4367   , 633  , 1615  , 3385
rbf  , 0.0006  , 0.012  ,  0.7805  , 0.79794  , 0.86711  , 0.73942  , 448.0  ,  4311   , 689  , 1562  , 3438
rbf  , 0.0006  , 0.013  ,  0.7794  , 0.79504  , 0.85596  , 0.7427  , 478.0  ,  4286   , 714  , 1509  , 3491
rbf  , 0.0006  , 0.014  ,  0.7798  , 0.79353  , 0.84655  , 0.74728  , 502.0  ,  4245   , 755  , 1462  , 3538
rbf  , 0.0007  , 0.008  ,  0.7752  , 0.80154  , 0.90793  , 0.71791  , 338.0  ,  4505   , 495  , 1806  , 3194
rbf  , 0.0007  , 0.009  ,  0.7777  , 0.80144  , 0.89748  , 0.72445  , 369.0  ,  4447   , 553  , 1738  , 3262
rbf  , 0.0007  , 0.01  ,  0.7774  , 0.79915  , 0.88589  , 0.72835  , 397.0  ,  4405   , 595  , 1682  , 3318
rbf  , 0.0007  , 0.011  ,  0.7789  , 0.79836  , 0.87568  , 0.73402  , 427.0  ,  4365   , 635  , 1621  , 3379
rbf  , 0.0007  , 0.012  ,  0.7801  , 0.79755  , 0.86654  , 0.73918  , 455.0  ,  4324   , 676  , 1566  , 3434
rbf  , 0.0007  , 0.013  ,  0.78  , 0.79563  , 0.85692  , 0.74306  , 484.0  ,  4291   , 709  , 1505  , 3495
rbf  , 0.0007  , 0.014  ,  0.78  , 0.79403  , 0.84851  , 0.74668  , 516.0  ,  4240   , 760  , 1465  , 3535
rbf  , 0.0008  , 0.008  ,  0.7739  , 0.80033  , 0.9063  , 0.71697  , 342.0  ,  4506   , 494  , 1809  , 3191
rbf  , 0.0008  , 0.009  ,  0.7774  , 0.80135  , 0.89823  , 0.72377  , 375.0  ,  4455   , 545  , 1742  , 3258
rbf  , 0.0008  , 0.01  ,  0.778  , 0.7997  , 0.88649  , 0.72886  , 403.0  ,  4399   , 601  , 1692  , 3308
rbf  , 0.0008  , 0.011  ,  0.7783  , 0.79792  , 0.87556  , 0.7334  , 430.0  ,  4362   , 638  , 1624  , 3376
rbf  , 0.0008  , 0.012  ,  0.7805  , 0.79798  , 0.86732  , 0.73936  , 462.0  ,  4327   , 673  , 1563  , 3437
rbf  , 0.0008  , 0.013  ,  0.7806  , 0.79638  , 0.8585  , 0.74311  , 491.0  ,  4288   , 712  , 1509  , 3491
rbf  , 0.0008  , 0.014  ,  0.781  , 0.79494  , 0.84935  , 0.7476  , 521.0  ,  4260   , 740  , 1461  , 3539
rbf  , 0.0009  , 0.008  ,  0.7755  , 0.80172  , 0.90786  , 0.71818  , 342.0  ,  4506   , 494  , 1808  , 3192
rbf  , 0.0009  , 0.009  ,  0.7782  , 0.80214  , 0.89945  , 0.72427  , 374.0  ,  4455   , 545  , 1739  , 3261
rbf  , 0.0009  , 0.01  ,  0.7777  , 0.79939  , 0.88609  , 0.72859  , 404.0  ,  4405   , 595  , 1684  , 3316
rbf  , 0.0009  , 0.011  ,  0.7801  , 0.7993  , 0.87595  , 0.73546  , 435.0  ,  4363   , 637  , 1623  , 3377
rbf  , 0.0009  , 0.012  ,  0.7795  , 0.79719  , 0.86699  , 0.73828  , 468.0  ,  4326   , 674  , 1569  , 3431
rbf  , 0.0009  , 0.013  ,  0.781  , 0.79662  , 0.85813  , 0.74383  , 497.0  ,  4289   , 711  , 1501  , 3499
rbf  , 0.0009  , 0.014  ,  0.7814  , 0.79559  , 0.85114  , 0.74735  , 526.0  ,  4254   , 746  , 1464  , 3536
rbf  , 0.001  , 0.008  ,  0.775  , 0.80156  , 0.90891  , 0.7173  , 346.0  ,  4508   , 492  , 1816  , 3184
rbf  , 0.001  , 0.009  ,  0.7761  , 0.80023  , 0.89708  , 0.7227  , 376.0  ,  4456   , 544  , 1746  , 3254
rbf  , 0.001  , 0.01  ,  0.777  , 0.79874  , 0.88529  , 0.72809  , 408.0  ,  4405   , 595  , 1686  , 3314
rbf  , 0.001  , 0.011  ,  0.7789  , 0.79833  , 0.87539  , 0.73423  , 438.0  ,  4371   , 629  , 1615  , 3385
rbf  , 0.001  , 0.012  ,  0.781  , 0.79854  , 0.86836  , 0.73957  , 471.0  ,  4326   , 674  , 1560  , 3440
rbf  , 0.001  , 0.013  ,  0.7803  , 0.7961  , 0.85828  , 0.74283  , 502.0  ,  4297   , 703  , 1513  , 3487
rbf  , 0.001  , 0.014  ,  0.7796  , 0.79376  , 0.84858  , 0.7461  , 529.0  ,  4258   , 742  , 1470  , 3530
rbf  , 0.0011  , 0.008  ,  0.7748  , 0.80127  , 0.90809  , 0.71735  , 347.0  ,  4510   , 490  , 1810  , 3190
